ACCOUNT_AGE,CUSTOMER_AGE,POLICY_NUMBER,POLICY_START_DATE,POLICY_STATE,LIABILITY_AMOUNT,DEDUCTABLE,ANNUAL_FEE,UMBRELLA_LIMIT,ZIP_CODE,GENDER,EDUCATION_LEVEL,OCCUPATION,CAPITAL_GAINS,INCIDENT_DATE,INCIDENT_TYPE,COLLISION_TYPE,INCIDENT_SEVERITY,AUTHORITIES,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR,NUMBER_OF_VEHICLES,PROPERTY_DAMAGE,BODILY_INJURIES,WITNESSES,POLICE_REPORT,TOTAL_CLAIM_AMOUNT,INJURY_CLAIM,PROPERTY_CLAIM,VEHICLE_CLAIM,AUTO_MAKE,AUTO_MODEL,AUTO_YEAR,FRAUD
140,35,155912,2008-03-21,OH,100/300,1000,1520.78,0,470538,FEMALE,High School,craft-repair,-42900,2015-01-21,Parked Car,,Trivial Damage,,SC,Columbus,5,1,NO,0,2,YES,2860,520,260,2080,Chevrolet,Tahoe,1997,Y
106,28,110143,1990-05-07,OH,100/300,2000,1609.11,0,601177,MALE,High School,craft-repair,0,2015-01-18,Vehicle Theft,,Minor Damage,Police,WV,Hillsdale,8,1,YES,2,1,YES,5490,0,1220,4270,Saab,95,1999,N
292,45,808544,1991-02-05,IL,500/1000,1000,1358.91,0,451470,MALE,Masters,craft-repair,0,2015-01-09,Vehicle Theft,,Trivial Damage,Police,WV,Northbend,4,1,NO,0,2,NO,7370,670,1340,5360,Suburu,Impreza,1997,N
34,34,409074,1992-03-19,OH,500/1000,500,1295.87,0,438529,FEMALE,PhD,priv-house-serv,0,2015-01-13,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Columbus,4,3,NO,1,0,NO,50800,5080,5080,40640,Audi,A3,1997,Y
290,48,824728,2013-04-24,IL,250/500,500,1161.03,5000000,469742,MALE,Associate,adm-clerical,45300,2015-02-13,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,20,2,NO,1,1,NO,41520,5190,5190,31140,Nissan,Ultima,2014,N
182,38,606037,2009-04-10,OH,500/1000,2000,1441.06,0,435534,FEMALE,Masters,armed-forces,-24500,2015-01-08,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,18,1,NO,2,3,YES,89650,8150,16300,65200,Dodge,RAM,2005,N
362,55,636843,2008-12-01,OH,100/300,1000,1097.99,0,442239,FEMALE,JD,other-service,-27100,2015-02-17,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Hillsdale,0,3,NO,0,3,NO,39690,0,0,39690,Suburu,Legacy,1998,N
143,32,111874,2000-07-05,IL,500/1000,1000,1464.42,0,468986,FEMALE,High School,exec-managerial,79900,2015-01-15,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,1,1,NO,2,0,NO,62260,5660,5660,50940,Saab,92x,1995,N
183,38,439844,2014-06-11,IL,250/500,500,1543.68,0,606988,FEMALE,Masters,prof-specialty,20200,2015-01-24,Single Vehicle Collision,Side Collision,Major Damage,Police,NC,Hillsdale,17,1,NO,0,1,YES,51920,9440,4720,37760,Audi,A3,2001,Y
254,40,463513,1995-04-23,IL,250/500,500,1390.89,5000000,453719,MALE,College,armed-forces,-74400,2015-02-28,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Riverwood,23,1,NO,2,2,NO,53460,9720,4860,38880,Volkswagen,Jetta,2009,N
249,43,577858,1990-09-16,OH,100/300,2000,1148.58,0,475524,FEMALE,MD,adm-clerical,-71200,2015-02-16,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,4,3,YES,2,1,YES,57100,5710,5710,45680,Honda,CRV,2014,N
169,36,607351,1998-12-11,IN,250/500,500,1616.26,0,617804,MALE,High School,exec-managerial,-6900,2015-02-09,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Springfield,0,3,NO,2,3,NO,77440,14080,7040,56320,Dodge,Neon,2004,N
235,40,682754,1995-10-09,IL,500/1000,500,1398.94,0,613399,MALE,College,craft-repair,0,2015-01-24,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,11,1,NO,1,2,NO,68300,6830,13660,47810,Suburu,Forrestor,2003,N
112,32,757352,1999-12-21,OH,500/1000,1000,1238.92,0,453400,MALE,Associate,other-service,4100,2015-02-11,Parked Car,,Trivial Damage,,NY,Arlington,4,1,NO,0,2,NO,5060,460,920,3680,Honda,CRV,2012,N
16,32,307469,2002-07-28,IL,100/300,1000,968.46,0,615767,MALE,MD,tech-support,-15400,2015-01-27,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Columbus,0,3,NO,0,2,NO,59400,6600,13200,39600,Dodge,RAM,1995,Y
128,31,526296,1993-08-03,IL,100/300,500,1045.12,0,615311,FEMALE,High School,transport-moving,-28300,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,2,3,NO,0,2,NO,69930,0,15540,54390,Ford,Escape,2013,Y
103,27,658816,2007-12-16,IN,100/300,1000,1537.33,0,468470,FEMALE,College,handlers-cleaners,-74800,2015-02-20,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,11,3,YES,1,1,NO,77700,7770,15540,54390,Jeep,Wrangler,2008,N
356,54,913337,2008-02-10,OH,500/1000,500,912.3,0,461383,MALE,College,prof-specialty,14500,2015-01-10,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Northbend,23,3,NO,2,1,NO,68750,12500,12500,43750,Audi,A5,2007,Y
109,29,488464,2006-10-01,OH,100/300,2000,1007.28,6000000,457727,FEMALE,High School,adm-clerical,0,2015-02-21,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,17,3,NO,1,3,YES,91080,16560,16560,57960,Jeep,Wrangler,1995,N
2,20,480094,2003-03-09,IN,500/1000,1000,1189.98,4000000,613327,FEMALE,High School,craft-repair,-54700,2015-02-01,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,22,1,NO,1,3,YES,48360,4030,8060,36270,Audi,A5,2000,N
198,34,263108,2003-05-29,OH,250/500,1000,1576.41,0,614941,MALE,Associate,handlers-cleaners,-55100,2015-02-25,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,18,1,YES,1,1,YES,95000,9500,9500,76000,Ford,F150,2001,N
107,32,298412,2002-05-06,OH,100/300,500,1172.82,4000000,440680,MALE,Associate,machine-op-inspct,82100,2015-02-24,Vehicle Theft,,Trivial Damage,Police,SC,Arlington,8,1,NO,1,3,NO,3900,780,390,2730,Ford,F150,2010,N
252,39,261905,2004-02-28,IL,500/1000,500,1312.22,9000000,609949,MALE,High School,transport-moving,-33300,2015-02-21,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,15,3,NO,0,3,NO,59400,11880,5940,41580,Jeep,Grand Cherokee,2010,Y
303,43,674485,1999-01-14,OH,500/1000,1000,671.01,7000000,479655,FEMALE,Associate,machine-op-inspct,-18600,2015-01-08,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,20,1,NO,2,0,NO,60210,6690,6690,46830,Nissan,Maxima,2013,N
101,32,223404,2002-01-23,IL,250/500,500,895.14,0,439964,MALE,JD,sales,22200,2015-01-10,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Columbus,4,1,NO,0,3,YES,43600,8720,4360,30520,Suburu,Legacy,2010,N
446,57,991480,1992-12-09,IN,100/300,2000,1373.21,0,478486,MALE,College,adm-clerical,-22200,2015-02-14,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Northbrook,10,3,NO,0,0,NO,62800,6280,12560,43960,Jeep,Wrangler,2012,N
330,48,804219,1998-06-24,OH,250/500,1000,1625.65,0,466498,MALE,College,farming-fishing,0,2015-02-26,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,10,1,YES,1,3,NO,59500,11900,5950,41650,Dodge,Neon,2006,N
211,37,483088,2011-01-06,OH,250/500,2000,1295.63,4000000,430878,FEMALE,PhD,armed-forces,8400,2015-01-30,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,22,3,YES,1,0,NO,53460,5940,5940,41580,Honda,CRV,2009,N
172,33,100804,2012-02-24,IL,100/300,1000,1459.96,6000000,600127,FEMALE,High School,adm-clerical,-700,2015-01-07,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Northbend,15,3,NO,0,1,NO,41690,7580,7580,26530,Saab,95,1999,N
316,46,941807,2011-06-25,OH,100/300,500,1219.94,7000000,431968,FEMALE,Masters,prof-specialty,-51000,2015-02-27,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Arlington,13,1,NO,0,1,YES,63100,6310,12620,44170,Accura,TL,2000,N
435,60,593466,2006-11-21,OH,500/1000,500,1064.49,5000000,462804,MALE,Associate,priv-house-serv,30200,2015-02-13,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,23,1,NO,2,1,NO,62880,5240,10480,47160,Mercedes,E400,2007,Y
344,51,437442,2008-06-27,IL,100/300,1000,959.83,0,435809,FEMALE,Masters,sales,-38700,2015-02-02,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbend,18,3,NO,2,2,YES,75400,17400,11600,46400,BMW,X6,2006,Y
204,40,942106,1993-08-30,OH,250/500,2000,1767.02,0,453193,MALE,JD,machine-op-inspct,-49300,2015-02-27,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Arlington,7,1,YES,1,1,NO,46200,4200,8400,33600,Audi,A5,1997,N
278,47,794951,2008-04-21,IN,500/1000,500,1285.01,0,459630,MALE,Masters,machine-op-inspct,-39800,2015-02-02,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Hillsdale,21,1,NO,2,2,YES,58500,5850,5850,46800,Toyota,Camry,2010,N
434,57,182450,2000-06-23,OH,500/1000,2000,1422.95,0,608982,MALE,JD,transport-moving,0,2015-01-17,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,15,3,NO,1,3,NO,66240,11040,11040,44160,Nissan,Maxima,2003,N
209,36,730973,2010-01-11,IN,100/300,2000,1223.39,0,452218,FEMALE,MD,craft-repair,0,2015-01-12,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Hillsdale,17,3,NO,1,3,NO,65440,8180,8180,49080,Jeep,Wrangler,2014,N
250,43,687755,1990-03-28,IL,500/1000,2000,1539.06,0,434150,MALE,Masters,sales,37800,2015-01-20,Single Vehicle Collision,Front Collision,Minor Damage,Fire,SC,Hillsdale,2,1,NO,0,3,NO,64200,10700,10700,42800,Ford,F150,2002,N
61,25,757644,1998-01-29,IN,100/300,2000,988.06,0,460579,FEMALE,Masters,other-service,0,2015-02-05,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbend,1,3,YES,1,0,NO,32320,4040,4040,24240,Dodge,RAM,2000,N
80,28,998865,2014-12-05,IL,500/1000,1000,1740.57,0,442142,FEMALE,College,farming-fishing,-18600,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbend,3,1,NO,0,1,NO,33480,3720,3720,26040,Dodge,Neon,2011,N
25,38,944953,1995-12-07,OH,250/500,1000,1540.91,7000000,608807,MALE,College,adm-clerical,40900,2015-02-24,Vehicle Theft,,Trivial Damage,,VA,Northbend,0,1,NO,1,1,YES,4320,480,960,2880,Toyota,Corolla,1995,N
4,29,386429,2002-05-27,IL,250/500,500,1381.88,5000000,433153,MALE,High School,tech-support,-77800,2015-02-21,Vehicle Theft,,Trivial Damage,Police,SC,Hillsdale,4,1,NO,0,2,NO,4200,840,420,2940,Jeep,Wrangler,2008,N
32,29,108270,2002-08-09,OH,100/300,500,1446.98,0,436560,MALE,MD,adm-clerical,-45700,2015-02-11,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Arlington,11,3,YES,2,0,NO,57970,10540,5270,42160,Saab,93,2006,N
125,31,205134,2012-12-02,IN,500/1000,500,1220.86,0,436784,MALE,JD,other-service,15000,2015-01-24,Parked Car,,Trivial Damage,,NY,Arlington,4,1,YES,1,2,NO,4320,0,960,3360,Saab,93,2003,N
276,45,749325,2000-03-22,IL,500/1000,500,948.1,0,430621,FEMALE,High School,machine-op-inspct,-16900,2015-01-06,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Columbus,11,3,NO,0,2,NO,69300,13860,6930,48510,Ford,Escape,2010,N
148,30,774303,2002-04-13,OH,100/300,500,1471.24,0,601574,FEMALE,Masters,farming-fishing,-36100,2015-01-15,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,Riverwood,4,3,NO,2,2,NO,32480,4060,4060,24360,Dodge,Neon,1997,N
222,38,698470,2008-06-17,IN,100/300,2000,1157.97,0,433853,MALE,MD,machine-op-inspct,-64500,2015-02-22,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Hillsdale,20,1,NO,2,2,YES,60480,6720,6720,47040,Accura,TL,2001,N
32,38,719989,1994-04-07,IL,250/500,2000,566.11,5000000,453164,MALE,Associate,armed-forces,0,2015-01-21,Parked Car,,Trivial Damage,Police,NC,Springfield,22,1,YES,0,0,NO,2640,440,440,1760,Honda,CRV,2015,N
78,27,309323,1992-02-29,OH,500/1000,500,1060.88,0,613931,MALE,JD,other-service,-66500,2015-02-03,Parked Car,,Trivial Damage,Police,SC,Northbend,4,1,NO,0,3,NO,6050,550,1100,4400,Volkswagen,Passat,2009,N
238,43,444035,1996-05-11,OH,250/500,1000,1524.45,4000000,607458,MALE,High School,handlers-cleaners,-44800,2015-02-16,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NC,Hillsdale,21,4,NO,0,0,NO,42700,4270,4270,34160,Saab,92x,1995,Y
313,47,431478,2013-04-03,IN,250/500,1000,1556.17,0,463835,MALE,College,prof-specialty,10600,2015-02-07,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Hillsdale,20,1,YES,1,3,NO,40260,3660,7320,29280,Accura,MDX,1996,Y
334,50,797634,2009-11-12,OH,500/1000,500,1216.24,0,613945,MALE,Masters,priv-house-serv,-20500,2015-01-14,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Columbus,7,1,NO,2,0,NO,50000,5000,10000,35000,Chevrolet,Silverado,2008,N
190,35,284836,2008-11-05,IN,250/500,500,1484.72,5000000,432699,FEMALE,High School,tech-support,0,2015-02-02,Parked Car,,Trivial Damage,,NY,Riverwood,4,1,NO,0,1,NO,3840,640,320,2880,Saab,92x,1998,N
194,41,238196,1993-02-15,IL,250/500,500,1203.81,0,613119,MALE,JD,transport-moving,1200,2015-02-06,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Springfield,17,3,NO,0,2,NO,95900,13700,20550,61650,Saab,95,1999,N
290,47,885789,2008-07-21,IN,250/500,1000,1393.34,0,472922,MALE,High School,exec-managerial,-61400,2015-01-15,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,20,3,YES,1,3,YES,56160,6240,12480,37440,Audi,A5,2002,N
26,42,287436,2010-09-11,OH,100/300,1000,1484.48,0,613849,MALE,PhD,armed-forces,14400,2015-02-24,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,10,1,NO,2,3,NO,63030,5730,11460,45840,Saab,92x,1996,N
254,41,496067,1995-12-22,IL,250/500,500,1581.27,5000000,603827,FEMALE,PhD,handlers-cleaners,-5800,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,8,1,YES,2,2,NO,63470,5770,11540,46160,BMW,X6,1999,N
199,38,206004,1991-09-26,IL,250/500,1000,1281.25,0,467780,FEMALE,High School,tech-support,-53100,2015-02-04,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Columbus,6,1,NO,0,2,NO,44440,8080,4040,32320,BMW,X6,2007,Y
137,35,153027,2010-03-11,IN,250/500,500,1667.83,0,460586,MALE,JD,prof-specialty,-18900,2015-02-04,Parked Car,,Minor Damage,Police,WV,Northbrook,4,1,YES,1,1,NO,6600,1200,1200,4200,Jeep,Grand Cherokee,2005,N
134,36,469426,1990-07-15,OH,250/500,1000,1497.41,0,613842,MALE,PhD,machine-op-inspct,-30400,2015-01-25,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbrook,17,3,NO,2,0,YES,77200,9650,9650,57900,Ford,Escape,1996,N
73,30,654974,2009-05-10,OH,100/300,500,803.36,0,435371,FEMALE,High School,protective-serv,0,2015-02-25,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Springfield,15,3,NO,0,0,YES,57000,0,11400,45600,Audi,A3,2013,N
289,45,943425,1999-10-28,OH,250/500,2000,1221.41,0,466289,FEMALE,Masters,farming-fishing,-25800,2015-02-27,Vehicle Theft,,Trivial Damage,Police,WV,Riverwood,9,1,NO,2,1,NO,2700,300,300,2100,Honda,Accord,2006,N
176,36,641845,1995-03-30,OH,250/500,500,1865.83,5000000,436173,MALE,College,transport-moving,-17800,2015-02-11,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Hillsdale,17,1,NO,2,1,YES,47300,4300,8600,34400,Volkswagen,Jetta,2006,N
145,37,794534,1991-12-14,OH,250/500,2000,1434.27,0,457234,FEMALE,Associate,tech-support,-35900,2015-01-04,Single Vehicle Collision,Rear Collision,Major Damage,Other,VA,Arlington,13,1,NO,2,3,NO,55110,5010,10020,40080,Nissan,Maxima,2002,N
164,31,357808,2011-01-31,IN,500/1000,500,1114.68,0,474758,FEMALE,Associate,other-service,-11400,2015-01-26,Vehicle Theft,,Trivial Damage,Police,SC,Springfield,5,1,YES,1,0,NO,4320,480,480,3360,Mercedes,E400,2002,N
186,38,536052,2006-04-21,OH,250/500,2000,1218.56,0,477373,FEMALE,Masters,transport-moving,-21000,2015-03-01,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Arlington,23,3,YES,2,2,NO,68760,11460,5730,51570,Saab,95,1998,Y
85,31,873384,2004-03-10,IL,250/500,2000,1234.69,9000000,613471,FEMALE,MD,tech-support,0,2015-02-06,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Arlington,1,2,NO,2,1,NO,74400,14880,7440,52080,BMW,M5,2003,Y
162,33,790225,1991-01-05,OH,250/500,500,964.92,0,601581,FEMALE,Associate,exec-managerial,45700,2015-02-09,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Hillsdale,17,4,NO,2,1,NO,35300,3530,3530,28240,Mercedes,E400,1996,Y
396,57,587498,1996-10-15,IL,500/1000,500,1351.72,0,612102,MALE,High School,tech-support,-49400,2015-02-05,Parked Car,,Minor Damage,,NY,Springfield,3,1,YES,1,3,NO,2640,480,480,1680,Volkswagen,Passat,2000,N
270,41,639027,1994-06-21,IL,250/500,1000,817.28,0,460263,MALE,High School,sales,62200,2015-01-03,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,17,3,NO,1,1,NO,60190,4630,9260,46300,Mercedes,ML350,2014,Y
168,39,217899,1994-06-13,IL,500/1000,1000,1389.59,0,479134,FEMALE,Masters,machine-op-inspct,-42600,2015-02-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Northbend,23,3,YES,1,3,NO,41580,3780,7560,30240,Chevrolet,Malibu,2015,Y
274,45,589094,2003-05-27,IN,250/500,1000,1353.53,0,451467,FEMALE,JD,tech-support,6800,2015-01-14,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Columbus,13,1,YES,0,0,NO,58500,11700,0,46800,Accura,MDX,1995,Y
263,43,458829,1996-07-06,IN,500/1000,1000,1294.04,0,602670,FEMALE,Masters,handlers-cleaners,0,2015-01-08,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,17,1,YES,2,3,YES,79320,13220,6610,59490,Nissan,Ultima,1997,N
152,33,626208,2005-05-08,OH,100/300,1000,840.81,0,613607,FEMALE,High School,farming-fishing,0,2015-02-14,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Arlington,2,1,YES,0,2,NO,82610,7510,7510,67590,Ford,Escape,2002,Y
46,41,315041,2010-11-02,OH,100/300,2000,998.19,0,611556,FEMALE,MD,priv-house-serv,-22600,2015-01-23,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Hillsdale,23,3,NO,1,3,NO,78600,13100,19650,45850,Dodge,RAM,2004,Y
276,46,283267,2012-07-29,OH,100/300,2000,1090.32,0,435518,MALE,College,handlers-cleaners,-70400,2015-01-05,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Columbus,17,1,NO,1,2,NO,51390,5710,5710,39970,Volkswagen,Jetta,2007,Y
234,44,442494,2002-06-06,IN,500/1000,500,1780.67,0,465942,MALE,Associate,other-service,0,2015-02-19,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Springfield,3,1,NO,1,0,NO,70200,7020,7020,56160,Ford,F150,2012,Y
64,30,159243,1991-09-19,IL,250/500,2000,1681.01,0,446174,MALE,JD,protective-serv,-51100,2015-02-07,Parked Car,,Minor Damage,,SC,Riverwood,16,1,NO,2,1,NO,4900,490,1470,2940,Jeep,Wrangler,2015,N
456,62,669800,2009-06-24,OH,250/500,1000,1395.77,0,611651,FEMALE,MD,protective-serv,33100,2015-02-07,Multi-vehicle Collision,Side Collision,Major Damage,Other,PA,Hillsdale,13,3,NO,1,3,NO,66480,5540,11080,49860,Saab,92x,2012,Y
58,23,520179,1992-05-29,OH,500/1000,2000,1471.44,5000000,446657,MALE,High School,transport-moving,57500,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,Riverwood,8,1,NO,2,1,NO,50380,4580,9160,36640,Chevrolet,Tahoe,2007,Y
475,61,607974,2004-08-12,IL,500/1000,500,1265.72,0,612506,FEMALE,Masters,handlers-cleaners,-59500,2015-02-18,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Columbus,23,1,YES,0,2,NO,64350,9900,9900,44550,Mercedes,E400,1998,N
96,29,465065,2006-12-24,IN,250/500,1000,1274.7,5000000,618493,MALE,College,prof-specialty,-11200,2015-01-11,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Springfield,15,3,YES,2,3,YES,55400,5540,11080,38780,Chevrolet,Silverado,2004,Y
99,28,369941,2007-07-24,OH,100/300,500,1330.39,0,612664,MALE,MD,prof-specialty,0,2015-01-22,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Columbus,3,1,NO,2,2,YES,49900,4990,9980,34930,Dodge,Neon,1998,N
38,28,447226,1994-08-17,OH,500/1000,500,1122.95,4000000,473653,MALE,Masters,priv-house-serv,78000,2015-02-23,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbrook,4,3,NO,0,3,YES,74880,12480,12480,49920,Accura,TL,2000,N
259,44,831668,1996-04-10,OH,250/500,2000,1655.79,0,454529,FEMALE,Masters,exec-managerial,0,2015-01-15,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Northbend,8,1,YES,0,0,YES,105820,16280,16280,73260,Audi,A3,2002,N
241,43,922937,1992-12-11,IN,250/500,1000,935.77,0,437422,MALE,Associate,prof-specialty,-36000,2015-02-20,Vehicle Theft,,Trivial Damage,Police,PA,Northbend,21,1,NO,1,0,YES,7150,1300,650,5200,Volkswagen,Jetta,2003,N
437,58,640474,2010-08-01,IN,500/1000,2000,1192.04,0,619470,MALE,Associate,craft-repair,34700,2015-01-19,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbrook,23,1,YES,0,0,NO,55800,11160,11160,33480,Dodge,RAM,2004,N
130,34,153298,2009-03-23,OH,100/300,500,990.11,0,442666,MALE,Masters,sales,-41200,2015-01-10,Parked Car,,Trivial Damage,,NY,Riverwood,8,1,NO,1,3,YES,5830,1060,1060,3710,Dodge,RAM,2015,N
269,41,334749,1996-07-29,OH,100/300,2000,1422.21,0,620507,FEMALE,Associate,handlers-cleaners,-46400,2015-01-16,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,21,1,YES,2,1,NO,85900,17180,17180,51540,Suburu,Forrestor,2005,Y
103,29,221283,1994-08-23,OH,500/1000,500,914.85,0,614867,MALE,Associate,prof-specialty,72100,2015-02-12,Parked Car,,Minor Damage,Police,OH,Columbus,5,1,NO,2,3,NO,7110,790,1580,4740,Accura,MDX,2005,N
284,43,961496,1992-01-05,IL,250/500,500,1123.84,0,609898,MALE,PhD,prof-specialty,48200,2015-01-23,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,12,3,NO,0,0,YES,36960,6720,3360,26880,Chevrolet,Tahoe,2007,N
189,39,804751,1997-09-11,OH,250/500,2000,838.02,0,450702,FEMALE,College,tech-support,0,2015-02-13,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,Northbrook,7,3,NO,2,0,YES,64400,6440,6440,51520,Dodge,Neon,1997,N
267,43,369226,2002-02-10,OH,250/500,500,1300.68,0,600418,MALE,PhD,adm-clerical,49000,2015-01-27,Parked Car,,Minor Damage,,NC,Northbend,0,1,NO,1,3,YES,1920,480,0,1440,Chevrolet,Tahoe,2011,N
39,22,691115,1993-01-28,IN,500/1000,500,1173.21,0,431202,MALE,JD,farming-fishing,0,2015-02-14,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbend,14,1,YES,0,1,YES,86130,15660,7830,62640,Suburu,Legacy,2009,Y
140,32,713172,1996-10-23,IL,250/500,1000,985.97,5000000,457793,FEMALE,College,protective-serv,0,2015-02-01,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbrook,13,1,NO,2,3,NO,82170,14940,7470,59760,Chevrolet,Silverado,1995,Y
243,41,621756,1997-04-21,IN,100/300,1000,1129.23,0,470190,FEMALE,College,farming-fishing,-43100,2015-02-23,Single Vehicle Collision,Front Collision,Major Damage,Fire,WV,Hillsdale,1,1,NO,1,0,YES,50300,10060,5030,35210,Suburu,Legacy,1999,Y
116,31,615116,2008-11-09,IN,250/500,500,1194.83,0,603733,FEMALE,MD,prof-specialty,28600,2015-01-20,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,23,1,NO,0,0,NO,44200,4420,8840,30940,Suburu,Forrestor,1997,N
219,43,947598,2002-06-20,IN,100/300,1000,1114.29,0,465136,FEMALE,High School,transport-moving,51300,2015-01-08,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Northbrook,1,1,NO,2,2,YES,66660,6060,6060,54540,Toyota,Highlander,2006,N
